0.0668850072,4.2986148096
0.0561049932,7.919290368
0.0561049932,11.119003648
0.0614950002,15.158641664
0.1099700112,23.09793024
0.1315299884,25.887680256
0.1638350038,29.64734336
0.1853600052,31.177206272
0.2715299878,42.7461696
0.3040100092,46.59582464
0.3611999888,51.04542592
0.3828999962,45.485924096
0.3972500056,41.776256512
0.4042499916,39.186488576
0.3828999962,33.626986752
0.3828999962,31.407185664
0.3685500122,27.327551232
0.3611999888,23.807866624
0.3542000028,20.288182016
0.3326750014,14.168730368
0.2753799928,8.0552781824
0.175070008,0.27357548544
0.0747599978,-5.8414765568
-0.011206988,-15.478612992
-0.0541800034,-21.588065536
-0.0900199876,-26.59761664
-0.1043349958,-31.777152512
-0.204645006,-39.566454528
-0.211819998,-34.926870272
-0.211819998,-30.667251968
-0.211819998,-27.14756736
-0.2333099982,-22.887949056
-0.2189599888,-18.068380928
-0.1974699886,-14.54869632
-0.1759799884,-10.469061888
-0.1401750054,-6.5824101632
-0.097195005,-2.134808704
-0.0255359916,2.1268094208
0.0317799974,5.8324773632
0.0604449896,9.3531618816
0.096249998,16.578514432
0.2252250004,32.69707008
0.2538899926,37.706621184
0.3972500056,55.864994048
0.4973500086,66.424047872
0.5547499954,71.983549696
0.5834499888,76.053185024
0.6765500058,80.322802432
0.6839000038,74.763300608
0.6908999898,68.09389824
0.6839000038,60.124612352
0.5904500002,45.855890944
0.6797000122,71.973550592
0.6985999998,64.09425664
0.6509999934,53.735184896
0.555800006,38.216575488
0.5176499934,32.787062016
0.4413499936,25.64770176
0.3748499996,16.768497408
0.2985149986,11.34898304
0.2318049974,4.2016235008
0.1365000064,-2.9457360384
0.04119499,-11.079007232
-0.0350350074,-19.708233984
-0.1684550098,-37.69662208
-0.1874950022,-41.636269056
-0.5306000056,-66.284060416
-0.5211500118,-58.39476736
-0.5400499994,-52.975252992
-0.5306000056,-49.275584512
-0.5306000056,-45.085959936
-0.5211500118,-41.39629056
-0.511350006,-37.69662208
-0.4829999992,-33.506997504
-0.4543000058,-29.067395328
-0.4256000124,-24.387814656
-0.3685500122,-16.9984768
-0.3209150046,-11.568963328
-0.2542050034,-4.42460352
-0.0350350074,10.859026944
0.1079049912,21.208099584
0.1460200026,27.857503744
0.2232300082,34.856876544
0.2612399906,40.426377472
0.2865799958,44.356025344
0.3499300088,48.615643648
0.4133499988,53.205232384
0.4385499992,58.454761984
0.4641000116,62.384409856
0.5400499994,68.94382208
0.57785,74.183352576
0.6160000126,78.44297088
0.6793500002,82.702589184
0.844199988,91.881766656
0.8693999884,87.29217792
0.907550001,83.69250048
0.9834999888,68.94382208
1.0086999892,63.364322048
0.9708999886,58.454761984
0.9201500012,53.865173248
0.8819999886,49.275584512
0.818650001,41.736260096
0.7682500002,36.166759168
0.66675,29.607346944
0.6034000124,23.707875584
0.5652499998,18.788316416
0.5145000124,12.888845056
0.425949999,6.3384320256
0.311920001,0.7664313216
0.2359000108,-4.4775987712
0.1725149966,-9.0661875968
0.0711550012,-15.29862912
-0.0428749968,-24.14783616
-0.0808850046,-29.387366656
-0.1315999908,-34.306925824
-0.3216500044,-53.965164288
-0.4609500052,-62.4944
-0.5760999908,-69.863739648
-0.6601000006,-74.663309568
-0.8287999934,-81.202723584
-0.8287999934,-60.704560384
-0.7952000098,-54.165146368
-0.7612499888,-48.935614976
-0.710849988,-40.64635776
-0.6601000006,-34.54690432
-0.6096999998,-27.127569152
-0.5085500116,-21.028115712
-0.407399998,-14.478702592
-0.3230850028,-8.3782492416
-0.1713600078,-1.8378353152
-0.120785001,2.959734784
0.0646450066,18.658328064
0.1657949948,23.887859456
0.25010999,29.127389952
0.384999992,35.666803968
0.5197499892,42.206217984
0.6209000028,49.615554048
0.6884500074,57.464850688
0.8232000046,66.19406848
0.873949992,73.163443968
0.9582999884,79.712857088
1.0762499938,84.94238848
1.1774000074,90.611880448
1.3121500046,96.711333888
1.4132999928,90.611880448
1.5144500064,86.252271104
1.6324000118,81.89266176
1.699949991,76.653131264
1.8011000046,70.553677824
1.8682999972,64.014263808
1.8515000054,57.034889216
1.8682999972,50.4954752
1.8178999964,44.825983232
1.699949991,36.976686592
1.6155999946,32.617077248
1.5651999938,26.067664128
1.4469000018,17.788406016
1.2785499956,10.369070848
1.1098500028,2.959734784
0.9243499928,-4.0176399872
0.756000012,-9.6871319552
0.5537000102,-15.358623744
0.418600001,-21.89803776
0.25010999,-27.127569152
0.115219988,-32.367099648
-0.0702099942,-39.336475136
-0.1713600078,-45.44592768
-0.3230850028,-50.675459072
-0.4577999988,-55.914989568
-0.6096999998,-62.014443008
-0.744449997,-67.2439744
-0.8456000106,-71.613582848
-0.9635499906,-76.403153664
-1.0647000042,-80.762763008
-1.2166000052,-85.132371456
-1.4356999988,-84.69241088
-1.6212000088,-84.69241088
-1.8739000114,-82.952566784
-1.9750499996,-78.152996864
-1.9922000034,-73.353426944
-1.9922000034,-67.683934976
-1.9582500078,-61.584481536
-1.907850007,-55.475028992
-1.8066999934,-48.935614976
-1.722349997,-41.086318336
-1.6716000096,-36.286748416
-1.5875999998,-29.7473344
-1.4356999988,-23.637881856
-1.3009500016,-16.228545792
-1.1829999962,-10.119093248
-0.9635499906,-5.3265227008
-0.8120000016,-0.52915258368
-0.592900008,2.959734784
-0.373799989,6.0114613248
-0.120785001,8.1922659072
0.0646450066,12.988836096
0.2332399958,15.608601344
